GEO_ID,NAME,income,population,prop,year
0500000US01001,"Autauga County, Alabama",Low,6815,0.31610928150656337,2020
0500000US01003,"Baldwin County, Alabama",Low,23184,0.27584565778671455,2020
0500000US01005,"Barbour County, Alabama",Low,4662,0.5001072731173568,2020
0500000US01007,"Bibb County, Alabama",Low,2735,0.37677366028378567,2020
0500000US01009,"Blount County, Alabama",Low,7817,0.3686394718226833,2020
0500000US01011,"Bullock County, Alabama",Low,1734,0.5056867891513561,2020
0500000US01013,"Butler County, Alabama",Low,2572,0.3868250864791698,2020
0500000US01015,"Calhoun County, Alabama",Low,16343,0.3666651709593467,2020
0500000US01017,"Chambers County, Alabama",Low,5704,0.41996760418200557,2020
0500000US01019,"Cherokee County, Alabama",Low,4416,0.40753045404208194,2020
0500000US01021,"Chilton County, Alabama",Low,6260,0.3652275379229872,2020
0500000US01023,"Choctaw County, Alabama",Low,2480,0.4652908067542214,2020
0500000US01025,"Clarke County, Alabama",Low,4396,0.47152204226107475,2020
0500000US01027,"Clay County, Alabama",Low,2092,0.40597710071802834,2020
0500000US01029,"Cleburne County, Alabama",Low,2318,0.3972579263067695,2020
0500000US01031,"Coffee County, Alabama",Low,6041,0.3027918400080197,2020
0500000US01033,"Colbert County, Alabama",Low,8294,0.3805110795063541,2020
0500000US01035,"Conecuh County, Alabama",Low,2263,0.4935659760087241,2020
0500000US01037,"Coosa County, Alabama",Low,1586,0.3949203187250996,2020
0500000US01039,"Covington County, Alabama",Low,6377,0.42527509169723243,2020
0500000US01041,"Crenshaw County, Alabama",Low,2028,0.40470963879465177,2020
0500000US01043,"Cullman County, Alabama",Low,11313,0.35650584564963916,2020
0500000US01045,"Dale County, Alabama",Low,7759,0.3998454006699304,2020
0500000US01047,"Dallas County, Alabama",Low,8179,0.5307936919981828,2020
0500000US01049,"DeKalb County, Alabama",Low,10974,0.4162336430874265,2020
0500000US01051,"Elmore County, Alabama",Low,8129,0.27284016916157616,2020
0500000US01053,"Escambia County, Alabama",Low,6382,0.4935426494470652,2020
0500000US01055,"Etowah County, Alabama",Low,15312,0.39499548561847025,2020
0500000US01057,"Fayette County, Alabama",Low,3030,0.4452608376193975,2020
0500000US01059,"Franklin County, Alabama",Low,4533,0.41145502405373513,2020
0500000US01061,"Geneva County, Alabama",Low,4379,0.414207340143776,2020
0500000US01063,"Greene County, Alabama",Low,2001,0.6296412838263058,2020
0500000US01065,"Hale County, Alabama",Low,2891,0.5265938069216758,2020
0500000US01067,"Henry County, Alabama",Low,2477,0.37782184258694324,2020
0500000US01069,"Houston County, Alabama",Low,14494,0.36431731349286145,2020
0500000US01071,"Jackson County, Alabama",Low,8440,0.4143958364020229,2020
0500000US01073,"Jefferson County, Alabama",Low,87296,0.3309161072171827,2020
0500000US01075,"Lamar County, Alabama",Low,2471,0.43882081335464396,2020
0500000US01077,"Lauderdale County, Alabama",Low,14215,0.3690961493521668,2020
0500000US01079,"Lawrence County, Alabama",Low,4610,0.3673014102461955,2020
0500000US01081,"Lee County, Alabama",Low,22456,0.36976173618086317,2020
0500000US01083,"Limestone County, Alabama",Low,9076,0.2773414820473644,2020
0500000US01085,"Lowndes County, Alabama",Low,2136,0.507002136244956,2020
0500000US01087,"Macon County, Alabama",Low,3760,0.4952581664910432,2020
0500000US01089,"Madison County, Alabama",Low,40987,0.27031287097369877,2020
0500000US01091,"Marengo County, Alabama",Low,3930,0.5240698759834644,2020
0500000US01093,"Marion County, Alabama",Low,5297,0.44966044142614603,2020
0500000US01095,"Marshall County, Alabama",Low,11860,0.3377474013954151,2020
0500000US01097,"Mobile County, Alabama",Low,57535,0.3651694307456984,2020
0500000US01099,"Monroe County, Alabama",Low,4176,0.5187577639751553,2020
0500000US01101,"Montgomery County, Alabama",Low,31289,0.34955480332026234,2020
0500000US01103,"Morgan County, Alabama",Low,16253,0.35037078554798656,2020
0500000US01105,"Perry County, Alabama",Low,2101,0.6691082802547771,2020
0500000US01107,"Pickens County, Alabama",Low,3503,0.4531108524123658,2020
0500000US01109,"Pike County, Alabama",Low,5388,0.4605128205128205,2020
0500000US01111,"Randolph County, Alabama",Low,3561,0.41143847487001733,2020
0500000US01113,"Russell County, Alabama",Low,9976,0.42103486114628175,2020
0500000US01115,"St. Clair County, Alabama",Low,8709,0.26580192278345793,2020
0500000US01117,"Shelby County, Alabama",Low,15507,0.19202288374857596,2020
0500000US01119,"Sumter County, Alabama",Low,3145,0.5873015873015873,2020
0500000US01121,"Talladega County, Alabama",Low,13449,0.4237106581393151,2020
0500000US01123,"Tallapoosa County, Alabama",Low,6409,0.3917721132098539,2020
0500000US01125,"Tuscaloosa County, Alabama",Low,24916,0.333489486434757,2020
0500000US01127,"Walker County, Alabama",Low,9558,0.3757075471698113,2020
0500000US01129,"Washington County, Alabama",Low,2458,0.4216123499142367,2020
0500000US01131,"Wilcox County, Alabama",Low,1976,0.4988639232517041,2020
0500000US01133,"Winston County, Alabama",Low,4421,0.4599459009571369,2020
0500000US02013,"Aleutians East Borough, Alaska",Low,237,0.23987854251012145,2020
0500000US02016,"Aleutians West Census Area, Alaska",Low,120,0.09188361408882083,2020
0500000US02020,"Anchorage Municipality, Alaska",Low,17643,0.16493409367112274,2020
0500000US02050,"Bethel Census Area, Alaska",Low,1529,0.33985330073349634,2020
0500000US02060,"Bristol Bay Borough, Alaska",Low,47,0.16549295774647887,2020
0500000US02063,"Chugach Census Area, Alaska",Low,356,0.15411255411255412,2020
0500000US02066,"Copper River Census Area, Alaska",Low,272,0.2558795860771402,2020
0500000US02068,"Denali Borough, Alaska",Low,169,0.2327823691460055,2020
0500000US02070,"Dillingham Census Area, Alaska",Low,440,0.3076923076923077,2020
0500000US02090,"Fairbanks North Star Borough, Alaska",Low,6226,0.1719937014834664,2020
0500000US02100,"Haines Borough, Alaska",Low,243,0.2649945474372955,2020
0500000US02105,"Hoonah-Angoon Census Area, Alaska",Low,205,0.271523178807947,2020
0500000US02110,"Juneau City and Borough, Alaska",Low,1924,0.1494020810684889,2020
0500000US02122,"Kenai Peninsula Borough, Alaska",Low,5303,0.24346907855470365,2020
0500000US02130,"Ketchikan Gateway Borough, Alaska",Low,1142,0.21551236082279676,2020
0500000US02150,"Kodiak Island Borough, Alaska",Low,761,0.1798629165681872,2020
0500000US02158,"Kusilvak Census Area, Alaska",Low,825,0.4714285714285714,2020
0500000US02164,"Lake and Peninsula Borough, Alaska",Low,134,0.366120218579235,2020
0500000US02170,"Matanuska-Susitna Borough, Alaska",Low,7372,0.2306344637717432,2020
0500000US02180,"Nome Census Area, Alaska",Low,790,0.2844796543032049,2020
0500000US02185,"North Slope Borough, Alaska",Low,425,0.21346057257659468,2020
0500000US02188,"Northwest Arctic Borough, Alaska",Low,493,0.27465181058495824,2020
0500000US02195,"Petersburg Borough, Alaska",Low,331,0.2749169435215947,2020
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",Low,751,0.3191670208244794,2020
0500000US02220,"Sitka City and Borough, Alaska",Low,673,0.18840985442329228,2020
0500000US02230,"Skagway Municipality, Alaska",Low,91,0.22141119221411193,2020
0500000US02240,"Southeast Fairbanks Census Area, Alaska",Low,681,0.2977700043725404,2020
0500000US02275,"Wrangell City and Borough, Alaska",Low,243,0.24570273003033366,2020
0500000US02282,"Yakutat City and Borough, Alaska",Low,35,0.1583710407239819,2020
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",Low,828,0.4458804523424879,2020
0500000US04001,"Apache County, Arizona",Low,10976,0.5103929318763079,2020
0500000US04003,"Cochise County, Arizona",Low,17363,0.3410059508612055,2020
0500000US04005,"Coconino County, Arizona",Low,14674,0.2993716337522442,2020
0500000US04007,"Gila County, Arizona",Low,8472,0.3761488256448963,2020
0500000US04009,"Graham County, Arizona",Low,3762,0.33151216073316886,2020
0500000US04011,"Greenlee County, Arizona",Low,703,0.2133535660091047,2020
0500000US04012,"La Paz County, Arizona",Low,4969,0.5005036261079774,2020
0500000US04013,"Maricopa County, Arizona",Low,376172,0.2355810178458702,2020
0500000US04015,"Mohave County, Arizona",Low,32530,0.3597933925431077,2020
0500000US04017,"Navajo County, Arizona",Low,15342,0.4214140526286876,2020
0500000US04019,"Pima County, Arizona",Low,129137,0.3142462926641716,2020
0500000US04021,"Pinal County, Arizona",Low,40081,0.27002391619227273,2020
0500000US04023,"Santa Cruz County, Arizona",Low,7027,0.43784659480341453,2020
0500000US04025,"Yavapai County, Arizona",Low,32747,0.32344313299422195,2020
0500000US04027,"Yuma County, Arizona",Low,27321,0.36611545883361923,2020
0500000US05001,"Arkansas County, Arkansas",Low,2769,0.37338187702265374,2020
0500000US05003,"Ashley County, Arkansas",Low,3159,0.4094090202177294,2020
0500000US05005,"Baxter County, Arkansas",Low,7178,0.383296844128798,2020
